-35.6;1
-30.05458;2
-26.99434;3
-23.92902;4
-20.98043;5
-17.79594;6
-14.84732;7
-11.66285;8
-8.714252;9
-5.529766;10
-2.581165;11
0.5130634;12
3.579609;13
6.646154;14
9.594755;15
12.77925;16
15.84579;17
18.91234;18
21.97888;19
25.04543;20
28.11788;21
31.18442;22
34.25097;23
37.19957;24
40.61995;25
43.56855;26
46.6351;27
49.70164;28
52.88613;29
55.71679;30
58.90128;31
61.96783;32
65.03438;33
67.98298;34
71.16746;35
74.35196;36
77.30056;37
80.3671;38
83.44837;39
86.51492;40
89.46378;41
92.64799;42
95.5966;43
98.78108;44
101.7297;45
104.7962;46
107.8628;47
111.0473;48
113.9959;49
117.0624;50
120.129;51
123.1955;52
126.38;53
129.3286;54
132.3952;55
135.4617;56
138.5282;57
141.5948;58
144.6613;59
147.7279;60
150.7944;61
153.743;62
156.9275;63
159.8761;64
162.9559;65
166.0224;66
169.2069;67
172.1555;68
175.222;69
178.4065;70
181.3551;71
184.5397;72
187.4883;73
190.5921;74
193.5407;75
196.7252;76
199.6738;77
202.8583;78
205.8069;79
208.9914;80
211.94;81
215.2424;82
218.309;83
221.3755;84
224.4421;85
227.5086;86
230.5752;87
233.6417;88
236.8262;89
239.7748;90
242.8414;91
245.9079;92
248.9744;93
251.923;94
255.1076;95
258.0561;96
261.2406;97
264.1892;98
267.3737;99
270.3223;100
273.5068;101
276.4554;102
279.522;103
282.7065;104
285.773;105
288.8395;106
291.7882;107
294.9726;108
297.9366;109
301.0032;110
304.0697;111
307.1363;112
310.2028;113
313.2775;114
316.2261;115
319.4106;116
322.3591;117
325.4257;118
328.4922;119
331.6767;120
334.7433;121
337.6919;122
340.8764;123
343.9429;124
347.0095;125
349.9581;126
353.1562;127
356.1048;128
359.1714;129
362.238;130
365.3045;131
368.371;132
371.4376;133
374.3862;134
377.5707;135
380.5193;136
383.5858;137
386.8883;138
389.8369;139
393.1393;140
396.0879;141
399.2724;142
402.221;143
405.2875;144
408.3693;145
411.5538;146
414.3845;147
417.5689;148
420.6355;149
423.7021;150
426.6507;151
429.8351;152
432.7868;153
435.9713;154
439.0378;155
441.9864;156
445.1709;157
448.2374;158
451.304;159
454.2526;160
457.437;161
460.3857;162
463.5701;163
466.5187;164
469.7032;165
472.6519;166
475.7184;167
478.785;168
481.8515;169
484.918;170
487.9846;171
491.0512;172
494.1177;173
497.3022;174
500.2508;175
503.3174;176
506.3839;177
509.4504;178
512.399;179
515.5835;180
518.65;181
521.7166;182
524.6652;183
527.8497;184
530.7983;185
533.9827;186
536.9313;187
539.9787;188
543.1632;189
546.2297;190
549.2963;191
552.245;192
555.5475;193
558.3781;194
561.5626;195
564.6292;196
567.8137;197
570.8802;198
573.9466;199
576.8952;200
580.0797;201
583.0283;202
586.2128;203
589.1614;204
592.3459;205
595.4125;206
598.361;207
601.5455;208
604.6121;209
607.6448;210
610.7114;211
613.778;212
616.7267;213
619.9112;214
622.8598;215
626.0443;216
628.9929;217
632.1774;218
635.1259;219
638.1925;220
641.259;221
644.4435;222
647.5101;223
650.4587;224
653.6432;225
656.5916;226
659.7762;227
662.7249;228
665.7912;229
668.8577;230
671.9243;231
674.8729;232
678.0576;233
681.1241;234
684.1904;235
687.1392;236
690.3237;237
693.2723;238
696.4568;239
699.5234;240
702.472;241
705.6565;242
708.6051;243
711.7896;244
714.7382;245
717.9227;246
720.8713;247
723.9379;248
727.0044;249
730.1888;250
733.1373;251
736.3217;252
739.2703;253
742.5728;254
745.5214;255
748.7059;256
751.7724;257
754.721;258
757.9055;259
760.972;260
764.0386;261
766.9872;262
770.1719;263
773.1205;264
776.3047;265
779.2537;266
782.3199;267
785.3868;268
788.5712;269
791.4019;270
794.5861;271
797.6526;272
800.7195;273
803.904;274
806.8523;275
809.9188;276
812.9857;277
816.0519;278
819.0498;279
822.2343;280
825.1829;281
828.2496;282
831.316;283
834.5009;284
837.3398;285
840.5244;286
843.5909;287
846.6575;288
849.606;289
852.7905;290
855.975;291
858.924;292
861.9905;293
865.0568;294
868.1233;295
871.0719;296
874.2564;297
877.205;298
880.3898;299
883.3384;300
886.4049;301
889.4714;302
892.6559;303
895.6046;304
898.789;305
901.7376;306
904.9221;307
907.9886;308
911.0552;309
914.1218;310
917.211;311
920.3955;312
923.4621;313
926.5283;314
929.4769;315
932.6614;316
935.6099;317
938.7944;318
941.7431;319
944.8096;320
947.8762;321
950.9427;322
